C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
2645,"Customer#000002645",S7MWktC7xrrHcnmDnD6BRq,13,23-122-498-2742,1657.55,MACHINERY,"deposits nag bold, stealthy depths. carefully sly excuses cajole. furiously expres"
2646,"Customer#000002646","d9SyP1 l,JkBDSVY6C6DLim8waY",20,30-173-508-6114,4365.99,HOUSEHOLD, pending deposits grow ironic requests-- regular ideas after the regular dolphins are slyly across the final ac
2647,"Customer#000002647","RBiK620p,HxEoZV6i0WkTji7jE1 pumPG3bpn1",6,16-947-491-8293,7136.17,HOUSEHOLD, the furiously regular pinto beans are deposits. blithely special ideas cajole carefully blithely ironic de
2648,"Customer#000002648", 7tZE3lJggvGrRn8eWun37WhVpsUUTZtgsHgzMD,3,13-806-879-4500,2637.17,FURNITURE,s. carefully ruthless pinto beans boost. sp
2649,"Customer#000002649",QdBR9PLWIwOFgEZVVqo5owz5gWydKyxZge,15,25-405-998-4528,1876.04,HOUSEHOLD,"ithely unusual pains. pending, bold packages promise furiously bold ac"
2650,"Customer#000002650","fQ8EkNzme,v i6i1JGRMUJ2jf7qDNh4czh7F",5,15-197-957-8847,2569.26,BUILDING,into beans. furiously even packages run. quickly final courts cajole furiously. quickly pending excu
2651,"Customer#000002651","3IIv2gSirmLTGRpBY6,CcoqYIBl7qqDCVX,T",16,26-520-222-5050,4486.85,MACHINERY,"ss the silent, silent platelets? fluffily regular pinto beans haggle quickly iro"
2652,"Customer#000002652",X0ke14f2Flbj4Mh9i7wH5oLoA,24,34-202-233-9562,3528.03,BUILDING,snooze furiously unusual attainments! even a
2653,"Customer#000002653",",SUzRDPwOe3muLUk MLD7nVDwyQdRnE",23,33-761-344-3451,3640.91,AUTOMOBILE,"y final dolphins. carefully unusual dolphins promise furiously express,"
2654,"Customer#000002654","hAJbpla,QmF,MtWBD5P9iCCOdB7,CJPG L6zNIMY",8,18-605-221-5697,8841.01,MACHINERY,"- final pinto beans are furiously. furiously ironic packages are ironic, even deposits. quickly even pinto beans"
2655,"Customer#000002655","NfeAuxll01af5zZJejPJ5N,ADliU",13,23-273-637-6874,854.71,AUTOMOBILE,beans x-ray blithely. even requests boost-- requests boost furiously quickly even excuses. f
2656,"Customer#000002656","i4IM1Cm,Mzb",0,10-667-469-8092,8115.55,BUILDING,ites may haggle furiously blithely even excuses. even packages haggle 
2657,"Customer#000002657",6EvITju gO3Xjq4T0ZEpLBossV4G1y,10,20-637-548-6636,7163.49,HOUSEHOLD,e slyly ironic deposits haggle blith
2658,"Customer#000002658","4if1CNGjkRdaiYeVYSG,0d Rq5NitKIzw",10,20-962-161-1481,-266.57,HOUSEHOLD,carefully ironic ideas. always pending deposits snooze final platelets.
2659,"Customer#000002659",7xPtmmzzaMAeqZa4IFpbQcwt,2,12-538-717-8821,5731.47,BUILDING,ounts. furiously final accounts sleep after the regular platelets. carefully iro
2660,"Customer#000002660",zrc9czwov2rcb,19,29-461-965-6279,-199.40,MACHINERY,s sleep fluffily around the even 
2661,"Customer#000002661",TCxlIs3NLK3gBDOLI1lFpNo,24,34-586-922-9066,1617.11,MACHINERY,"usly final asymptotes? express theodolites along the bold, expr"
2662,"Customer#000002662",KsJZHWmYnclUeNCJePAT867SiT8sD6J,13,23-833-374-9658,6703.80,BUILDING,"pending ideas. evenly even deposits hinder bold deposits. quick, careful packages could have to use slyly ide"
2663,"Customer#000002663",fFNhLcHNegC NxsiTHC,4,14-637-500-5319,6799.41,HOUSEHOLD,ly bold ideas. blithely bold sauternes maintain furiously after the ironic the
2664,"Customer#000002664","OSeZ3yYwObX3,k5vcz",21,31-612-333-2657,7684.36,AUTOMOBILE,"ic, ironic ideas. ironic requests are pending deposits. theodolites integrate unusual requests. blit"
2665,"Customer#000002665",AsPFG8iZNULHd2UgB rPCyXCP2vDbBzk,16,26-367-438-4149,9057.31,FURNITURE,cording to the thinly careful pinto beans solve permanently furiously bold instructions. f
2666,"Customer#000002666","4j7GOLHy9,ON",8,18-759-469-3026,6272.47,AUTOMOBILE,uriously final frets. even asymptotes detect blithely among the slyly pending
2667,"Customer#000002667","rSycHrMboitiyWcwruEBN,8RlAjDPXDpM4xy",23,33-295-148-3722,6422.87,MACHINERY,"c foxes. carefully final requests use furiously deposits. bold, regular deposits cajole after the b"
2668,"Customer#000002668","mInWEJ58fBN4pleT3SGjwfr8zTC6FUqpjMvl,Ssc",12,22-461-910-9493,4163.37,HOUSEHOLD,counts. slyly ironic deposits wake ironically 
2669,"Customer#000002669","l1JohtlvtNwtZfuzXQrQgXNOyuoK6gkf35q,5",16,26-333-511-3849,689.59,AUTOMOBILE,"special, bold requests nod carefully. final p"
2670,"Customer#000002670",pwHzZA5LXfho9Tqwf4CeuV2bQn9aFCGbzeLsKhUX,14,24-848-111-6743,4901.17,BUILDING,uffily regular decoys. slyly even packages wake quickly quickly bold asymptotes. blithely special do
2671,"Customer#000002671",ATblmnFSzlfFlJZ8daV,7,17-527-728-3381,3981.92,MACHINERY,ions dazzle furiously. ironic asymptotes affix blithely across the slyly even platelets. blith
2672,"Customer#000002672","fJeoxWHi2yN,jY7NOieR12w",0,10-476-866-8799,9052.45,AUTOMOBILE,express grouches. even packages nag blith
2673,"Customer#000002673","Au0wHRxvt9k,",14,24-852-159-8740,1605.29,BUILDING,ermanent somas wake carefully near the ideas. ironic deposits boost slyly! blithely ir
2674,"Customer#000002674","eKILP5QeW O,",6,16-643-990-7364,6045.82,BUILDING, blithe courts. blithely ironic accounts cajole carefully across the unusual acco
2675,"Customer#000002675",yBhdYBGx9EAs0H4a2hE0JkfTkSBa0Y,0,10-717-605-8501,3076.93,FURNITURE,sleep furiously. bravely final accounts haggle ironic
2676,"Customer#000002676",E6wrqdKLbH pYG4R969PcN6K0PJ,8,18-985-474-3762,894.24,BUILDING,s boost. carefully unusual requests nag careful
2677,"Customer#000002677",NnUt8Qsk5zAIxY9Zz8wXdJxDqShKK8LnYDL,9,19-398-435-1721,1374.68,AUTOMOBILE,"as use carefully ironic packages. pending, ironic foxes wake furiously according to"
2678,"Customer#000002678","WHxiiMyug,XR,",2,12-719-264-5366,2242.48,BUILDING,"ng packages. regular, even requests cajole"
2679,"Customer#000002679",fr1j77fnrkbx1OtQcKj,20,30-667-296-9983,1362.84,FURNITURE,inal packages. silently unusual packages nag among the quickly s
2680,"Customer#000002680","Am,ymOX2GZFQIjq uBFKJxAusLPXg YR3",4,14-934-805-7761,1142.86,MACHINERY,nal accounts sleep fluffily about the furiously final instructions. closely final deposits sleep evenly
2681,"Customer#000002681",1hCF1l CItL,11,21-441-162-2881,-37.03,MACHINERY,uickly boldly even deposits. ideas nag courts. quickly regular
2682,"Customer#000002682",RfFgnWwE6oIq70VqmSr,2,12-780-788-1137,2544.40,HOUSEHOLD,al requests are slyly careful d
2683,"Customer#000002683",79VkkYRJLZfhAxKEri2swApRsHM7UhxZ9EKRI1,20,30-276-165-3603,4653.39,MACHINERY,usly express dolphins. blithely pend
2684,"Customer#000002684"," 3ATtfwbbQyO1Vap,5Lc",2,12-615-918-6327,8459.19,HOUSEHOLD,ly. pending deposits use special accounts.
2685,"Customer#000002685","ONtOj0r9lLt3lt1YV,",4,14-168-687-9969,7726.46,MACHINERY,ideas use fluffily across the fluf
2686,"Customer#000002686", v2fjpeKnieLJNnEwWjb,0,10-248-197-2553,1711.00,BUILDING,l pinto beans. enticingly final packages eat fluffily acros
2687,"Customer#000002687",7b zmy9yLlF,8,18-618-507-3382,663.87,BUILDING,y special theodolites. busily express accounts wake slyly.
2688,"Customer#000002688",p9nIhSGApvf,13,23-266-227-2962,1658.04,FURNITURE,ccounts. blithely ironic ideas cajole quickly! express 
2689,"Customer#000002689","1CRtqdM2LlRX9CWd3bBCasSvppV3o, ",18,28-935-502-4453,1615.23,HOUSEHOLD, the accounts. furiously final accounts wake slyly aga
2690,"Customer#000002690",GuzkfDdcMuO5hZ7KCb,17,27-982-524-8381,8042.54,MACHINERY,"ironic warthogs. regular, close theodolites haggle furiously deposits. slyly i"
2691,"Customer#000002691","A, tJbLStpXccsOpdt8Li6GJX t0T4Xyj",21,31-383-871-8222,1070.53,FURNITURE,platelets. carefully silent platelets are fu
2692,"Customer#000002692",2X 2MQliNrjazJNEGBjutthjJZche7BX 7P5a,19,29-170-944-5710,5333.24,BUILDING,te furiously about the carefully bold excuses. furious
2693,"Customer#000002693",9hyq6Ev3tyFeG0X1RpoluHTFWHPCeWDb1XXpNlqQ,2,12-378-977-9073,5753.27,BUILDING,", regular platelets would wake blithely. carefully"
2694,"Customer#000002694",rpR5BBffgavsajJ,20,30-483-392-3980,3256.98,FURNITURE,"sleep. bold, regular instructions a"
2695,"Customer#000002695","joUaoansylAN768tBQC,cc7IRRmlW07",9,19-200-401-7371,2011.91,BUILDING,r packages wake around the blithely bold foxes. blithely special pinto beans amo
2696,"Customer#000002696",UxvqVASZd39sQTcetOpxnf,17,27-793-896-4688,9097.30,BUILDING,"he regular, final asymptotes. slyly ironic packages use at the ir"
2697,"Customer#000002697",rMRTByXKSsg34gPX9OnBAYUVO,16,26-902-368-4265,7310.95,AUTOMOBILE,regular dependencies integrate furiously. pending i
2698,"Customer#000002698",rtQGwPz4 n2tpE1BWmruARXyyrQxq8I,21,31-325-168-5233,3142.51,MACHINERY,"eas. slyly ironic packages cajole; pending, final pinto beans cajole special, even ideas. accounts wake fluffi"
2699,"Customer#000002699","l41,YYApMKvr1",7,17-131-640-7765,3193.80,AUTOMOBILE,"beans cajole against the final, final dugouts. carefully unusual waters ab"
2700,"Customer#000002700", 9n9KZLju3VLwocKDb4U17VbUWca9BwG,21,31-154-945-7445,7121.55,HOUSEHOLD, requests integrate furiously according to the
2701,"Customer#000002701",DXpeK g30Lq0PntqGpqoWFmdYxEzX,17,27-467-283-4340,9968.15,MACHINERY,symptotes; pending accounts affix quickly. fluffily final ideas are of the regular accounts. carefully special d
2702,"Customer#000002702",srLPZgqUpgI4vO0oaeAgE67FuTSxK4awqDtTuO7w,19,29-380-206-9901,2807.70,HOUSEHOLD,y among the carefully bold instructions. final requests believe blithely after the furiously ironic sentiments; iro
2703,"Customer#000002703",zJZtLMcO3hRVtVXbWb,2,12-850-112-6628,8021.24,HOUSEHOLD,nding deposits wake around the blithely enticing packages. blithely pending accounts wake quickly furiously
2704,"Customer#000002704",92Pi2vhwuqxtiI0z65bQJ1ZDLPVRTmXvhuIaBt5,10,20-241-438-7395,6041.59,HOUSEHOLD,s accounts haggle slyly final asymptotes. pin
2705,"Customer#000002705",eRDCvpnSny3LycEEWVUsAa7zJmtJJ6x,19,29-673-462-1860,8960.25,HOUSEHOLD,egular accounts haggle ruthlessly regular deposits. pending dependencies detect above the blithely express ideas. ev
2706,"Customer#000002706",OvbL95ubrbNdaxezBG1BE2rx3wCk4Z97,20,30-875-780-8426,2926.32,BUILDING,"riously brave deposits cajole even platelets. ironic, special asymptotes wake even packages. deposits haggle. s"
2707,"Customer#000002707",CiHvOqEcD7OYfhdjSIS,5,15-151-936-3606,-333.85,FURNITURE,counts across the carefully even asymptotes are slyly pending ideas. excuses s
2708,"Customer#000002708","2a2NCQ pk4tBo89IvsPT,m",10,20-687-172-8270,7847.76,HOUSEHOLD,tions. carefully special accounts sleep carefully. express orbits according to the
2709,"Customer#000002709",n7K8LMbSc6T0QKrmJWa,6,16-559-172-3318,5431.61,AUTOMOBILE,"t special dolphins. even, final requests sleep qui"
2710,"Customer#000002710",ubWkIAj41iwZMhmwRmrn,23,33-167-452-5913,9151.65,FURNITURE,ular deposits. accounts integrate quickly. requests use quic
2711,"Customer#000002711",be8KxVK2ov1HQUye2W13KL3RI0D,16,26-349-405-3795,7803.21,HOUSEHOLD," to the blithely ironic excuses. blithe foxes boost special, stealthy accounts. quickly "
2712,"Customer#000002712",pcbmm5Czlp16H,15,25-526-696-1691,4598.56,BUILDING,uriously slyly final asymptotes. special packages sleep blithely; enticingly fi
2713,"Customer#000002713","4eo0oHIlobalhJ r0c9OGu6LMAn Qe,jHxlzMP",1,11-229-835-4209,34.94,AUTOMOBILE,arefully slyly special accounts. furiously bold requests nod furi
2714,"Customer#000002714",Auk9eSBHwMpuky1HYVJrIBuZZDP7n9A7d7nY,19,29-821-295-5697,2248.29,BUILDING,"ions use furiously beyond the unusual, regular ide"
2715,"Customer#000002715",NWoCLwJZ4TRbEP,9,19-972-892-2248,-101.77,MACHINERY,"uffily final instructions haggle slyly. final, special theodolites haggle above the special dependencies"
2716,"Customer#000002716",jwaHJnYDVfZ6cqL6CWxI4RoI,1,11-753-179-7055,3463.04,BUILDING,y final packages sleep blithely. quickly unusual instructions affix carefully
2717,"Customer#000002717",2ZYQNxCJ VA6fe3tDawfNV7889MtndVdka,22,32-484-575-3649,263.92,AUTOMOBILE,gular accounts toward the packages slee
2718,"Customer#000002718","9,,tCLDxeSS9oz70q5srBMMfHWc",10,20-183-192-1416,700.38,MACHINERY,"accounts. final, even packages cajole express, stealthy foxes. final, regular requests integra"
2719,"Customer#000002719","VMwsPXxj GXHR4bAqlUCI,UB1J588g7km461aY,v",12,22-966-710-9474,-730.48,MACHINERY,busily final pains cajole quickly sly requests. ironic pinto beans sleep sometimes. carefull
2720,"Customer#000002720","MTu xJgeGOmdcJrA878,3Jv9GFMTDa",21,31-916-934-2271,7736.64,BUILDING,its haggle blithely pending waters. slyly even pinto beans cajole carefully about the carefully
2721,"Customer#000002721",bAifU8xxouwY4,10,20-145-838-7911,7833.84,FURNITURE,ole quickly. special foxes haggle blithely stea
2722,"Customer#000002722","uFmF0XLHANm4EeaH5R2bM,ha",7,17-452-432-9843,2431.68,HOUSEHOLD,"fily along the blithely stealthy requests. pending, ironic sheaves cajole furiously ironic pinto beans: regu"
2723,"Customer#000002723",Xp9PVynZhkkbmhX9LTmKEHGh,1,11-786-381-9759,2267.75,FURNITURE,ely. final accounts wake blithely final packages. silent pinto beans haggle furiously bold ideas. quick ideas ar
2724,"Customer#000002724","B3qm3lVCkM,58YuUyso68SgLY k",14,24-951-731-9012,8012.56,MACHINERY,y express deposits integrate blithely against the furiously pending pinto 
2725,"Customer#000002725",ido41tS9M qK4mDCCZRXDKlR9A5e8tj,12,22-415-166-7713,3206.75,BUILDING,structions. special theodolites solve quickly alongside of the careful asymptotes
2726,"Customer#000002726","S,HJtw1SFjaBInsj607n,mRFKcsfEt8g",3,13-585-972-9188,4754.30,BUILDING,the ideas: deposits snooze ironic warhorses. enticingly regular pinto beans nag flu
2727,"Customer#000002727",0osJ9YWyt3hnJ14WXxR,11,21-981-535-9602,-414.29,AUTOMOBILE,s. platelets haggle furiously even accounts. quickly regular theodolites shall are.
2728,"Customer#000002728","dQ1AvIEW3Qil6BrAy,8Nq9jBn ZdJa",10,20-607-725-6703,9010.91,BUILDING,fully express theodolites. ironic accounts cajole furiously special fra
2729,"Customer#000002729","K2QGTWTyRY9gm4,bLHKegV",24,34-240-423-4876,7354.62,AUTOMOBILE,regular pinto beans against the carefully ironic requests boost alongside of the enticingly bold requ
2730,"Customer#000002730",4GbkcI0q580,23,33-458-568-2483,124.60,HOUSEHOLD,ajole according to the brave requests! blithely even packages alongside of the slyly even foxes haggle fu
2731,"Customer#000002731",m28QOK9xh4,15,25-237-658-9280,2122.93,AUTOMOBILE,eans against the final accounts wake slow deposits. special theod
2732,"Customer#000002732",R07PEHVKtOpyui9BErhjHx8P66W8G UKnPXwu,23,33-182-948-6709,5019.33,HOUSEHOLD,lose boldly silent packages. requests sleep blithely. furi
2733,"Customer#000002733","GicPU7k,7UMNY3xHAvooQSyf8wjQeFsingtoR",24,34-931-969-9534,9817.41,BUILDING,"press, final theodolites promise slyly. requests haggle furiously after"
2734,"Customer#000002734","P4UODq7whjHCW8po7PwTSB0mM3uwUav,PY",1,11-386-915-4483,-755.58,AUTOMOBILE,"uests use quickly above the regular, final theodolites. slyly pending pinto beans around the ironic, unusu"
2735,"Customer#000002735",aI84NO3cas93X SPAwl5D5Fxj,6,16-136-139-3671,3906.79,FURNITURE,". silent packages thrash furiously. final, ironic deposits about the slyly ironic packages affix blithely a"
2736,"Customer#000002736","onP9pymEmx9,s524sb,AnHSkN RAI60",18,28-241-938-8115,492.72,BUILDING,ccounts. thin instructions haggle furiously. final dependencies kindle slyly alongside of the blithely ex
2737,"Customer#000002737",KfrHzS82CC5TCyWdz,9,19-115-230-9127,7015.95,HOUSEHOLD,"nally blithely sly foxes! pending, express warthogs wake quickly. regular braids cajole "
2738,"Customer#000002738",WSNEAdPXJ2,18,28-828-940-2715,6162.21,BUILDING,"eas. theodolites affix furiously. final, ir"
2739,"Customer#000002739","uCK1tQNB,P1EK G0vYqZ4Up8q3,",24,34-204-228-2366,1354.52,AUTOMOBILE, pending warthogs haggle carefully ideas. accounts integ
2740,"Customer#000002740",MOf9RXS mR4tvIyYfcvoqeN,17,27-151-894-5916,4400.95,MACHINERY, ironic requests. close instructions thrash carefully carefully re
2741,"Customer#000002741",WDiFErOU4xkWKCebv1rDXn zgxKaAHTx7D,24,34-691-543-8495,766.62,MACHINERY,ole furiously. express pinto beans use among the quickly bold requests. slyly final depos
2742,"Customer#000002742",o5blVBsPheLv3 Exb8iWK0aylPy7OXr292kzErjZ,12,22-813-439-4683,1525.59,AUTOMOBILE,totes affix. furiously express packages was quickly except the spe
2743,"Customer#000002743",zcJmaTjzYk82U3LuAuRd094qtlroQCxUM,22,32-164-521-7877,8546.95,AUTOMOBILE,ess accounts sleep quietly. slyly regular pearls detect slyly along the quickly bold asymptotes. furiously fi
2744,"Customer#000002744","4f3eP eFOlZ,omMl",23,33-706-490-4942,8719.11,FURNITURE,e carefully about the packages. quickly bold deposits affix evenly about the carefully bold pinto beans. e
2745,"Customer#000002745",e4TJqoKs5cqwtZ,6,16-376-838-3915,9211.43,MACHINERY, special deposits use carefully blithely pending dependencies. silen
2746,"Customer#000002746","QPMdNkMEn0g,mq3K9Xa,zq Vh52TLG",18,28-153-982-6802,574.62,MACHINERY,ing theodolites cajole furiously across t
2747,"Customer#000002747",FVcdHA93WZXncT4Tq U0ZEdbeSQ8Ky,21,31-308-958-1857,8566.17,MACHINERY, quickly quickly regular instructions. care
2748,"Customer#000002748",dJADkg29aKwoKagFsbxPE8m5QUOTSefs3DRxqKv,20,30-950-914-9426,1638.98,BUILDING,inal deposits. furiously regular accounts wake slyly unusual foxes. regular de
2749,"Customer#000002749","292a8YXhT25YtN980jo w,6BD53hRKxW2SjR,rys",18,28-383-869-5125,329.89,AUTOMOBILE,"ccording to the busy requests. blithely pending foxes nag above the special, final accounts. silent, "
2750,"Customer#000002750",ZITZRAAMwXHj5Z2dhSzYeG87lRkeS4T,10,20-165-803-3635,9437.41,FURNITURE,arefully. accounts boost furiously. blithel
2751,"Customer#000002751",aJhpPUNOXpZbV5LsEuO,0,10-828-442-1826,3582.50,MACHINERY,lar excuses sleep furiously furiously regular d
2752,"Customer#000002752","bNU lhmE2euFoTokvUk,q2i59NfT3a7",13,23-972-887-4284,6041.62,BUILDING,ideas boost carefully above the final fox
2753,"Customer#000002753",z1 s3pliT1pvM,10,20-213-396-8148,9523.62,FURNITURE,gle. quickly careful patterns sleep along the requests. slyly pending depos
2754,"Customer#000002754",npl23zLT0qHHlUuwpdMzTG QfVy0,24,34-166-901-4744,542.47,AUTOMOBILE,"nal theodolites sleep slyly alongside of the pending, ironic pinto beans. furiously final accounts should have to c"
2755,"Customer#000002755","2hzquCyezeWgA,4c0,iljZcvH9e,7RQfuGGV0gk",12,22-560-305-8301,7159.65,FURNITURE," slyly thin requests wake among the slyly regular pinto beans. blithely express dependencies wake slyly? silent, si"
2756,"Customer#000002756",XXJHg8m7ujPR3r9kDMhxMzk031vXm97mSAD,0,10-161-329-1143,1318.87,MACHINERY,y daring accounts-- closely pending de
2757,"Customer#000002757",JGyxIKtar3FD6piDmxtZxyZx,0,10-337-291-3047,-851.56,HOUSEHOLD, special grouches cajole furiously quietly regular foxes! instructions are quickly. slyly special deposits detec
2758,"Customer#000002758",8xNjalkrSiw,22,32-269-290-2060,7709.72,FURNITURE,r deposits wake blithely according to the quickly express requests. slyly permanent instructions ha
